4459,47
123745
сутъ;быти;V-;3ppia----i;3spia----i:есть,етсь,ѥсть,естъ,есте|-pppamd-wi:сѹщиимъ|3saia----i:бысть,бꙑсть,быстъ,быстʼ|3siia----i:будѧше,бѧшеть,бѹдꙗше,бѹдѧше,бꙋдѧше,бяшетъ,Бяшеть|-pppama-wi:сущая,сѹщаѧ|3pfia----i:боудоуть|-supamn-si:бывше|3piia----i:бѣахѹть|3paia----i:быша,бꙑша|-sspamn-si:былъ,был꙽,бꙑлъ,бꙑло,бꙑле|--pna----i:быти,бꙑти,быть,Быти|-pppamn-si:соущи,соуще|3diia----i:бѧста,бѣста,беста|1piia----i:бѧхомъ|-pspann-si:была,были|-sppafd-wi:сущеи,сѹщеи|-sppafd-si:сущи,суще,сѹщи,сѹще|-sppamg-si:соуща|1spia----i:ес꙽мь,есемо,есьмь,есьмъ|3spma----i:буди,бѹди,бѹдь,бꙋди|3daia----i:быста,бѣста,бꙑста|3sfia----i:боудеть,боудетъ,боудѣте,боудѣть,боудѣтѣ|-supafd-si:бывъши|-supanl-wi:бывшемъ|-supang-wi:бывшаго|-sfpama-wi:будущии,будущїи,бѹдѹщии,бѹдѹщиї|-sfpamn-wi:будущии|-pppamg-wi:сѹщиихъ|1ppia----i:ес꙽мы|-pfpama-wi:будущая|2spia----i:бѹдеши,бѹдьше|1paia----i:быхомъ,быхъмъ|2ppia----i:есте,ѥсте,естя,єсте|-pupamn-si:бывъше|-sppafa-si:сущю,сѹщю,сѹщȣ,сѹщѹ|-supafn-si:бывши|1sfia----i:буду,бѹдѹ|2spma----i:буди,бѹди,бꙋди|-sppafn-si:соущи|-pupana-wi:бывшая|1pfia----i:будемъ|-sspafn-si:была|-pspamn-si:были,Были|2paia----i:бысте,бѣсте|-sppang-wi:сущаго,сѹщаго|2dfia----i:будета|3dpia----i:еста,ѥста|2sfia----i:бѹдеш]и|-pupamd-wi:бывшимъ|-supamd-si:бывъшю,быв꙽шѹ|-sppamn-wi:соущїи|-sspann-si:был҃о|-supana-wi:бывъшеѥ|-supafa-si:бывшю,бывши|-pppama-si:суща,сѹща|-pppamd-si:сущемъ,сѹщемъ|-sppamd-si:сущю,сѹщю,сущу,сѹщѹ,сѹщȣ,сꙋщꙋ,сѹщꙋ|1saia----i:быхъ,бѧхъ,бꙑхо|2daia----i:быста|-dppamn-si:суща|2dpia----i:еста,ѥста|-sppafa-wi:сущюю|-sppama-si:сущи,сѹщь|-sppand-si:соущꙋ|2pfia----i:боудѣте|1dpia----i:есвѣ,есвҍ|1siia----i:бѣхъ|1dfia----i:будевѣ,бѹдевѣ|-pspafn-si:были|-supand-si:бывъшю,быв꙽шѹ|-sppamg-wi:сѹщааго|-pppamn-wi:соущїи|-pppami-wi:сѹщиими|-sfpamg-wi:бѹдѹщаго|-dppamg-si:сѹщю|-dupamg-si:бывъшю|2saia----i:бысть|2ppma----i:будѣте|-sfpaml-wi:бѹдѹщемъ|-pppann-wi:сущие|-sppann-wi:сущее|-supamn-wi:бывыи,бывьї|-sppamn-si:сѹщь,буда|-supamg-si:бывъша|2siia----i:бѣ|-pppaml-wi:сѹщиихъ|-sppann-si:сѹще|-pppana-si:сѹща|-sppafn-wi:сѹщаꙗ,сѹщаѧ|-sppana-si:сѹще|-pppang-wi:сѹщиихъ,бѹдꙋщих|-sppama-wi:сѹщии|-pppana-wi:соущаѧ|-pppand-si:сѹщемъ|-sppamd-wi:сѹщюѹмѹ|-pupamn-wi:бывъшеи|1ppma----i:бѹдѣмъ|-pupamd-si:бывъшемъ|-sppang-si:сѹща|-dppamd-si:сѹщема|-pupamg-wi:бывъшиихъ|-pppafd-wi:соущимъ|-supafa-wi:бывшꙋю,бывшюю|-supamg-wi:быв꙽шаго|-sfpang-wi:бѹдꙋщаго|-pfpann-wi:бѹдѹщаѧ|-supann-wi:быв꙽шее|-pfpand-wi:бѹдꙋщим|-sfpana-wi:бѹдꙋщее|-pfpana-wi:бѹдꙋщаѧ,будущая|-pupang-wi:быв꙽шихъ|-sppana-wi:сѹщее|-pupama-wi:быв꙽шаѧ|-dspamn-si:была|-supama-wi:бывшии|-pppann-si:суща|-dupamg-wi:бывшею|-supang-si:бывша
г҃;трие;Ma;---------n;-p---fa--i:трїе,трьї|-p---ml--i:трехъ,трьхъ|-p---ma--i:три,г.и|-p---na--i:три,трї|-p---mn--i:трее,трие,триѥ,трїе|-p---nl--i:трехъ|-p---ng--i:трии,г҃·х|-p---fl--i:трехъ|-p---mi--i:треми,трьми|-p---ni--i:г҃·ми,треми|-p---fg--i:трии|-d---mi--i:трема|-p---mg--i:трехъ|-p---nn--i:три|-p---fi--i:трьми,треми|-p---md--i:трїемъ|-p---fn--i:три|-d---ng--i:трею
братья;братия;Nb;-s---fn--i;-s---fl--i:братьи,братїи|-s---fa--i:братью,братию,братїю,брат҃ю|-s---fd--i:братьи,братьѣ,братье,братии,братїи,брат҃и|-p---fn--i:братьѣ,братиꙗ|-s---fi--i:братьею,братиѥю,братиею,братїею,братьєю,братьѥю|-p---fl--i:братьях|-p---fd--i:братїамъ,братїѧмъ|-p---fi--i:братїѧми
кии;кыи;Ne;-s---mn--i;no distractor
щекъ;щекъ;Ne;-s---mn--i;no distractor
хоривъ;хоривъ;Ne;-s---mn--i;no distractor
иже;иже;Pr;-p---mn--i;-s---fg--i:неяже,неꙗже,неѧже|-s---nn--i:ѥ же|-s---ng--i:негоже,ѥго же|-s---na--i:не же|-s---nd--i:немуже,ѥмѹ же|-p---mg--i:нихъ же|-p---ml--i:нихъ же|-s---fa--i:ню же|-s---fl--i:неи же,нѥи же|-p---nn--i:яже,ꙗже|-s---mg--i:него же|-s---ml--i:нем꙽ же,немь же|-s---md--i:ему же,єму же|-s---ni--i:имьже|-d---fg--i:неюже|-p---na--i:нѧже|-p---md--i:имʼ же|-p---ng--i:ихъ же|-d---mg--i:еюже|-d---mn--i:яже|-p---fi--i:имиже|-p---fn--i:яже,ꙗже|-s---mi--i:нимь же|-p---fd--i:имъже|-s---fi--i:ѥюже,еюже|-s---nl--i:нем꙽ же|-p---fg--i:них꙽же|-p---ni--i:ими же|-p---nl--i:них꙽же|-s---fd--i:нее же|-p---nd--i:им꙽же
сдѣлаша;съдѣлати;V-;3paia----i;3saia----i:сдѣла|-sspamn-si:зделалъ,здѣлалъ|-supamn-si:здѣлавъ,зделавъ|-suppnn-si:здѣлано|-suppmn-si:здѣлано|--pna----i:зьдѣлати|3spia----i:содѣлаетъ|3ppia----i:здѣлают|-pspamn-si:здѣлали|1spia----i:здѣлаю|-puppna-wi:содѣланная|-suppng-wi:съдѣланнаго
градоко;градъкъ;Nb;-s---ma--i;no distractor
сь;сии;Pd;-s---ma--i;-s---fa--i:сию,Сию,сїю,сюю,сію|-p---mg--i:сихъ,Сихъ|-s---fg--i:сея,сее,сеѧ,сеꙗ,сїѧ,сеѥ|-p---fd--i:симъ|-p---fa--i:сия,сїи,сиꙗ|-p---fl--i:сихъ|-s---mg--i:сего,сегѡ|-p---mn--i:сии,сїи|-p---na--i:сия,сїи,сиѧ,сїѧ,сиꙗ,сии,сїа,сїꙗ,сиа|-p---ml--i:сихъ|-s---nl--i:семь,семъ,сѣмъ,сѥмь,семʼ|-p---ma--i:сия,сїѧ,сиꙗ,сіа|-p---nl--i:сихъ,сихʼ|-s---nn--i:сие,сїе|-s---ml--i:семь,семъ,сѣмъ,семʼ|-p---nn--i:сия,сїа,сиꙗ,сїѧ|-p---md--i:симъ,сим꙽|-s---na--i:сие,сїе|-s---ng--i:сего,сегѡ|-d---md--i:сима|-s---fi--i:сею|-s---fl--i:сеи,сѣи|-s---fn--i:сии,сия|-s---nd--i:сему,семѹ,семꙋ|-s---ni--i:симъ,симь|-s---md--i:сему,семѹ,семꙋ|-p---ng--i:сихъ|-s---mi--i:симь,симъ|-p---fg--i:сихъ|-s---fd--i:сеи|-p---fi--i:сими|-p---mi--i:сими,сѣми|-d---mg--i:сею|-p---nd--i:симъ,сим꙽|-p---ni--i:сими|-d---mi--i:сима|-s---qd--i:си|-d---ma--i:сия
123808
и;и;C-;---------n;no distractor
изгибоша;изгыбнути;V-;3paia----i;no distractor
134589
и;и;C-;---------n;no distractor
мы;мы;Pp;1p---mn--i;1p---ml--i:насъ|1p---md--i:намъ,Намъ,нам꙽,намо|1p---mi--i:нами|1p---qd--i:намъ|1p---qg--i:насъ|1p---ma--i:насъ|1p---qa--i:ны|1p---mg--i:насъ,нас҃,насо|1p---fd--i:намъ
сѣдимъ;сѣдѣти;V-;1ppia----i;3ppia----i:сѣдѧть,сидятъ|3siia----i:сѣдѧще,сѣдѧше,сꙗдꙗше|3piia----i:сѣдѧху|-pppama-wi:сѣдѧщая|-sppafn-si:сѣдѧщи|3spia----i:сѣдитъ,сѣдить,сидитъ,сидить|--pna----i:сѣдѣти,седѣти,съдѣти,сидѣть,сѣдити|-sppamn-si:сѣдѧ,сѣдꙗ,сидя|3saia----i:сидѣ,сѣдѣ,седѣ|-sppamd-si:сѣдѧщю,Сѣдѧщю,сидящу,сѣдꙗщю|-dppamd-si:сѣдѧщема,Сѣдѧщема|-sppamg-si:сѣдѧща|-pppamd-si:сѣдѧщемъ|2spma----i:сѣди|1saia----i:сѣдѣхъ|2spia----i:сѣдиши,сѣдишь|2dpma----i:сѣдита|3paia----i:седѣша,сѣдѣша|-sspafn-si:сидѣла|-sppamn-wi:сидяи|-sspamn-si:сидѣлъ,сѣдѣлъ|-sppamg-wi:сѣдящаго,сидящаго|1spia----i:сижу,сҍжѹ|-pspamn-si:сидѣли|-pppamn-wi:сидящїи|-dupamd-si:сѣдъшема|-pppamn-si:сѣдѧще|-supamg-si:сѣдевъша,сѣдѣвъша|-supamn-si:сѣдѣвъ,сѣдевъ|-supamd-si:седевъшю
платѧче;платити;V-;-pppamn-si;2ppma----i:платите|--pna----i:платити,платить,платитъ|3ppia----i:платѧть|2spma----i:плати|3spia----i:платить,платитъ|3spma----i:плати
дань;дань;Nb;-s---fa--i;-s---fg--i:дани|-p---fa--i:дани|-s---fd--i:дани|-s---fi--i:данью,данию|-p---fn--i:дани|-p---fg--i:данеи|-d---fn--i:дани|-p---fi--i:дан꙽ми,даньми
родомъ;родъ;Nb;-p---md--i;-s---mn--i:родъ,Родъ|-p---mi--i:роды|-s---ml--i:родѣ,родꙋ,родѹ|-s---mg--i:рода,рада,роду|-s---ma--i:родъ,рѡд꙽|-p---ma--i:роды,роди|-s---md--i:родоу|-p---mn--i:роди|-p---mg--i:родовъ
их;и;Pp;3p---mg--i;3p---ml--i:нихъ,нихʼ,них҃|3p---md--i:им же|3s---ma--i:нь,не,и҃|3s---md--i:емоу,нему,нѣму,немѹ,нѥмѹ,немȣ,нѥмо,немꙋ,ѥмоу,нѣмѹ,нѣмꙋ|3s---mi--i:нимъ,немъ,нимь,нїмь,ним꙽,дним,нимо|3p---fa--i:нѣ|3s---na--i:е же|3p---ma--i:ихъ|3s---fl--i:неи,ней,нѥи,нѣи|3s---fi--i:нею,нѣю,нѥю|3p---mi--i:ними.|3d---ma--i:нѧ|3d---md--i:нима|3s---ng--i:него|3s---fg--i:нея,неꙗ,неѣ,нее,нѥꙗ,неи|3s---fa--i:ню|3s---fd--i:неи,нѥи|3s---ml--i:немь,немъ,нѣмь,нѣмъ,ньмь,нѥмь,немʼ,нем҃|3d---mi--i:нима|3d---mg--i:нее,нею|3p---fl--i:нихъ|3s---ni--i:имь,имъ|3p---fd--i:нимъ|3p---fi--i:ними|3p---nl--i:нихъ|3p---na--i:ѧ,ꙗ|3s---nl--i:немъ,немь,нѥмь|3p---nd--i:нимъ|3p---ni--i:ими|3s---nd--i:емѹ
козаромъ;козаре;Nb;-p---md--i;-p---mg--i:козаръ|-p---mn--i:козарѣ,козари|-p---mi--i:козары|-s---mg--i:козарѣ|-p---ma--i:козары
123810
аколъдо;асколдъ;Ne;-s---mn--i;no distractor
же;же;Df;---------n;no distractor
и;и;C-;---------n;no distractor
диръ;диръ;Ne;-s---mn--i;no distractor
ѡстаста;остати;V-;3daia----i;3saia----i:ѡста,оста|1saia----i:ѡстахъ|--pna----i:ѡстати,остати|2spma----i:ѡстани,остани|3paia----i:осташа|1spia----i:остаану|3spia----i:останеть,ѡстанѣть|-pspamn-si:ѡстали|-psparn-si:ѡстали|-sspann-si:ѡстало,остало,ѿстало|-sspamn-si:ѡсталъ|-supafd-wi:оставъшии|-supamd-si:оставъшю|-pupami-wi:ѡставшими|-pupamn-si:ѡставше|-pupamn-wi:ѡставшїи|3spma----i:ѡстани
въ;въ;R-;---------n;no distractor
градѣ;градъ;Nb;-s---ml--i;-s---mn--i:градъ,градʼ,град҃|-s---ma--i:градецъ|-s---mg--i:града|-p---mn--i:гради,грады|-p---ma--i:градове|-p---md--i:градомъ,градѡмъ|-p---ml--i:градѣхъ|-s---md--i:граду,градѹ,градꙋ,град҃|-p---mg--i:градовъ|-s---mi--i:градомь,градъмь|-s---mv--i:граде
семь;сии;Pd;-s---ml--i;-s---fa--i:сию,Сию,сїю,сюю,сію|-p---mg--i:сихъ,Сихъ|-s---fg--i:сея,сее,сеѧ,сеꙗ,сїѧ,сеѥ|-p---fd--i:симъ|-p---fa--i:сия,сїи,сиꙗ|-p---fl--i:сихъ|-s---mg--i:сего,сегѡ|-p---mn--i:сии,сїи|-p---na--i:сия,сїи,сиѧ,сїѧ,сиꙗ,сии,сїа,сїꙗ,сиа|-p---ml--i:сихъ|-p---ma--i:сия,сїѧ,сиꙗ,сіа|-p---nl--i:сихъ,сихʼ|-s---nn--i:сие,сїе|-p---nn--i:сия,сїа,сиꙗ,сїѧ|-s---ma--i:сеи,сии,сїи|-p---md--i:симъ,сим꙽|-s---na--i:сие,сїе|-s---ng--i:сего,сегѡ|-d---md--i:сима|-s---fi--i:сею|-s---fl--i:сеи,сѣи|-s---fn--i:сии,сия|-s---mn--i:сеи,сии,сїи|-s---nd--i:сему,семѹ,семꙋ|-s---ni--i:симъ,симь|-s---md--i:сему,семѹ,семꙋ|-p---ng--i:сихъ|-s---mi--i:симь,симъ|-p---fg--i:сихъ|-s---fd--i:сеи|-p---fi--i:сими|-p---mi--i:сими,сѣми|-d---mg--i:сею|-p---nd--i:симъ,сим꙽|-p---ni--i:сими|-d---mi--i:сима|-s---qd--i:си|-d---ma--i:сия
123813
и;и;C-;---------n;no distractor
многи;мъногыи;A-;-p---mapsi;-p---napsi:многа,мнага,мнѡга|-p---nlpsi:мнозѣхъ|-s---mgpsi:многа|-s---napsi:мъного|-p---ngpsi:многъ|-s---fapsi:мъногѹ|-s---fnpsi:мънога|-s---napwi:многое|-s---nnpsi:мъного|-p---mlpsi:мнозѣхъ|-s---nipwi:многымь,многымъ|-s---ngpwi:многааго,мъногаго|-s---nlpsi:мнозѣ,мноѕѣ,мноѕе|-s---mgpwi:мъногааго|-s---mnpsi:многъ|-p---fipwi:мънозѣми|-s---ngpsi:многа|-p---mdpwi:многыимъ|-s---fipti:многою|-p---mnpwi:мнозии,многїѧ,многия,многїа,многіе|-p---mdpsi:мъногомъ|-s---flpsi:мънозѣ|-s---mdpwi:мъногому|-p---fgpwi:мъногыхъ|-p---nacsi:множаиша|-s---fgpsi:мъногы|-p---qipwi:многими|-p---mipwi:многими,многыми,мнѡгими|-p---mgpsi:многихъ|-p---ngpwi:многыихъ|-p---fapwi:многие,многия,многїе,многїа,многыѧ,многїи|-p---flpwi:многих|-s---nnpwi:многое,многоє|-p---fnpwi:многие,мнѡгїѧ|-s---mapsi:мъногъ|-p---ndpwi:многымъ|-p---nipwi:многыими|-s---mdpsi:многѹ|-s---mnpwi:многыи|-p---napwi:многаа,многаѧ,многїе,многыѧ,многие|-s---nlpwi:мнозѣмь|-s---flpwi:мнозѣи|-p---mapwi:многыꙗ,многїе,многыѧ,многїа,мнѡгиѧ|-p---nlpwi:многыхъ|-p---fdpwi:многым|-s---fgpwi:многыѧ|-p---nacwi:мнѡжаишаѧ,множаишаѧ|-s---fdcwi:множаишїи,мнѡжаишїи,мнѡжаищеи|-s---nipsi:мнѡземъ|-p---fdcwi:множаишим|-p---mdcwi:множаишим|-s---nicwi:множаишим|-s---mipwi:многым҃
варѧги;варягъ;Nb;-p---ma--i;-p---mn--i:варѧзи|-p---mg--i:варѧгъ|-p---md--i:варѧгомъ|-d---mn--i:варѧга|-s---mn--i:варѧгъ|-d---ma--i:варѧга,варꙗга
скуписта;съкупити;V-;3daia----i;no distractor
123814
и;и;C-;---------n;no distractor
начаста;начати;V-;3daia----i;3saia----i:начатъ,начать,начаты|1spia----i:начнемъ|-supamd-si:начьнъшю,начен꙽шѹ|3paia----i:начаша,начашѧ,начѧша,начашя,начяша|-supamn-si:наченъ|3spia----i:начнеть,начнетъ|3ppia----i:начнуть,начьнѹт|3piia----i:начаху,начахѹ|--pna----i:начати,начяти,Начати|-sspamn-si:началъ|1saia----i:начахъ|2spia----i:начнеши|2spma----i:начьни|-suppnn-si:начато|3siia----i:начаше|1paia----i:начахомъ|1ppia----i:нач꙽нем|-pspamn-si:начали|2ppia----i:начнете|-dspamn-si:начала|2paia----i:начясте
владѣт;владѣти;V-;--pna----i;-pppamn-si:владѣюще|3ppia----i:владѣють|3paia----i:владѣша|3spia----i:владеть|-sppamn-si:владѣя|-sppamd-si:владѣющю
польскою;польскыи;A-;-s---fipti;-s---mipwi:полскимъ|-p---mnpwi:полские|-s---mgpwi:полского|-s---mnpwi:полскои|-s---mdpwi:полскомꙋ|-p---mgpwi:полскихъ|-s---fgpwi:полскои|-s---ndpwi:полскому
землею;земля;Nb;-s---fi--i;-s---fn--i:землѧ,земля,землꙗ,ȥемлѧ,Земля|-s---fa--i:земьлю|-s---fg--i:земьлѧ|-s---fl--i:земьли|-s---fd--i:земли,землі,землѣ,землї,ȥемли|-p---fg--i:земель|-p---fa--i:землѣ,земли,земля|-p---fd--i:землѧмъ,землꙗмъ,зѣмлꙗмъ,землямъ|-s---fv--i:земле,землѣ|-p---fl--i:землѧхъ|-p---fi--i:землями
134593
рюрику;рюрикъ;Ne;-s---md--i;no distractor
же;же;Df;---------n;no distractor
кнѧжаста;къняжити;V-;3diia----i;3spia----i:кнѧжит|3siia----i:кнѧжаше|3saia----i:кнѧжи|---u--a--i:кнѧжитъ|3dpia----i:кнѧжита|-sppamn-si:кнѧжа|--pna----i:кнѧжити|-supamn-si:кнѧживъ|2spma----i:кнѧжи|-sppamd-si:кнѧжащю|3ppia----i:кнѧжать
в;въ;R-;---------n;no distractor
новѣгородѣ;новъгородъ;Ne;-s---ml--i;-s---mn--i:новъгородъ|-s---mg--i:новагорода,Новагорода|-s---md--i:новуногороду,новоугородоу|-s---ma--i:новъновъгородъ|-s---mi--i:новымъ городом
